passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
8550.00,Charvi Gopal,2023-05-14,83.00,1612.82,3.72
8551.00,Nirvi Hora,2023-02-23,26.00,182.60,4.50
8552.00,Ishita Kanda,2023-01-15,83.00,867.42,4.11
8553.00,Kiaan Borra,2023-03-14,41.00,111.34,4.60
8554.00,Zoya Barman,2022-12-25,97.00,1309.85,4.05
8555.00,Heer Solanki,2022-11-05,36.00,1605.19,3.45
8556.00,Jayan Chandran,2023-03-06,53.00,130.48,3.29
8557.00,Saanvi Roy,2023-06-11,57.00,493.06,3.22
8558.00,Indranil Contractor,2022-08-10,11.00,1929.51,4.82
8559.00,Aarna Dara,2023-02-08,46.00,597.35,3.58
8560.00,Krish Sandal,2023-05-23,32.00,1219.11,4.84
8561.00,Yashvi Arya,2022-10-07,21.00,1011.87,4.78
8562.00,Indrajit Vohra,2023-02-17,40.00,856.26,3.34
8563.00,Riaan Bhatt,2022-12-17,95.00,570.01,3.64
8564.00,Tarini Ratti,2023-07-05,80.00,1813.62,4.07
8565.00,Raghav Hayre,2023-05-27,85.00,975.95,4.96
8566.00,Jivika Edwin,2022-10-23,50.00,656.96,4.63
8567.00,Advika Dora,2023-04-15,26.00,964.33,4.47
8568.00,Yuvaan Dhillon,2023-01-21,75.00,1043.43,4.07
8569.00,Shalv Bhavsar,2022-08-15,39.00,1509.22,3.06
8570.00,Pihu Manne,2023-01-03,55.00,1391.06,4.80
8571.00,Jivin Aggarwal,2022-12-11,30.00,1128.83,4.42
8572.00,Dhanuk Ben,2022-08-31,87.00,770.13,4.97
8573.00,Ahana  Sarin,2022-10-03,66.00,442.44,4.40
8574.00,Vidur Hora,2023-06-16,45.00,970.88,3.07
8575.00,Kiara Bhagat,2022-11-09,21.00,583.65,4.39
8576.00,Dhanuk Saraf,2022-10-10,16.00,433.74,4.33
8577.00,Divij Dyal,2023-01-12,25.00,1699.54,4.22
8578.00,Raunak Jha,2022-11-18,68.00,479.70,4.72
8579.00,Uthkarsh Sachdev,2022-08-29,79.00,1074.75,4.17
8580.00,Uthkarsh Sha,2022-10-30,67.00,1856.63,3.43
8581.00,Arhaan Bawa,2023-03-28,95.00,1886.83,3.55
8582.00,Pari Varughese,2023-06-07,24.00,757.72,3.94
8583.00,Ivan Walia,2023-05-09,39.00,1243.11,3.69
8584.00,Mannat Lal,2023-03-11,97.00,1399.62,4.17
8585.00,Ranbir Shanker,2023-06-27,57.00,237.16,3.10
8586.00,Reyansh Jhaveri,2023-04-08,96.00,1757.12,3.59
8587.00,Vaibhav Ravi,2023-04-07,77.00,1062.63,3.47
8588.00,Yasmin Mallick,2023-06-20,38.00,1268.90,4.02
8589.00,Kabir Sachar,2023-03-22,57.00,1299.93,4.02
8590.00,Mohanlal Wali,2023-04-09,76.00,1245.73,3.92
8591.00,Divij Jayaraman,2022-08-29,32.00,1169.74,3.18
8592.00,Hazel D’Alia,2022-08-16,39.00,1985.06,3.61
8593.00,Vedika Lalla,2023-02-14,29.00,1725.05,3.73
8594.00,Jiya Ghose,2023-04-22,84.00,497.07,4.08
8595.00,Kanav Kibe,2023-03-02,47.00,1641.10,4.48
8596.00,Dhruv Tailor,2022-12-26,39.00,348.37,4.23
8597.00,Keya Sridhar,2023-02-09,79.00,1280.32,3.40
8598.00,Vihaan Vasa,2023-05-24,24.00,1608.32,4.54
8599.00,Miraya Chopra,2022-11-09,22.00,278.93,4.84
8600.00,Riya Chaudry,2022-09-13,88.00,324.08,3.38
8601.00,Hiran Garde,2022-09-01,24.00,1886.24,4.54
8602.00,Alisha Kanda,2023-02-03,65.00,986.99,4.45
8603.00,Keya Chandran,2022-11-22,53.00,537.63,3.25
8604.00,Pranay Rau,2022-11-04,88.00,1566.57,3.22
8605.00,Mamooty Wadhwa,2022-08-26,96.00,1064.91,4.74
8606.00,Tiya Master,2023-03-05,75.00,609.94,3.73
8607.00,Miraan Ravel,2023-02-26,44.00,878.13,3.66
8608.00,Tarini Bose,2022-09-21,56.00,313.49,3.72
8609.00,Ira Dara,2022-11-22,90.00,720.52,3.07
8610.00,Hazel Golla,2022-08-17,12.00,1796.10,3.45
8611.00,Damini Sandal,2023-07-06,87.00,1669.56,3.52
8612.00,Ishaan Mahajan,2023-07-05,94.00,481.93,3.45
8613.00,Azad Sathe,2023-04-20,43.00,391.80,3.57
8614.00,Miraya Brar,2023-02-11,92.00,659.92,4.35
8615.00,Vritika Balakrishnan,2022-10-02,45.00,820.39,4.50
8616.00,Jivin Choudhry,2022-12-16,92.00,1586.77,3.13
8617.00,Vivaan Bora,2023-01-23,13.00,804.87,4.91
8618.00,Rasha Sandhu,2022-11-28,71.00,1429.60,4.72
8619.00,Kiaan Ray,2023-02-18,95.00,1986.87,3.55
8620.00,Ivana Loyal,2023-04-06,25.00,1887.51,3.10
8621.00,Dhanuk Wali,2022-08-19,58.00,1392.55,4.87
8622.00,Eva Behl,2023-01-27,42.00,790.07,3.80
8623.00,Yuvraj  Sandal,2022-09-26,71.00,140.59,3.97
8624.00,Vanya Dave,2022-08-23,61.00,1766.76,4.08
8625.00,Saksham Hayer,2023-03-13,88.00,1097.90,3.90
8626.00,Zeeshan Samra,2023-04-21,85.00,789.36,3.85
8627.00,Drishya Mani,2023-04-15,96.00,435.73,3.25
8628.00,Vivaan Saran,2023-05-08,38.00,526.51,3.25
8629.00,Madhup Dua,2023-01-20,23.00,1159.83,4.20
8630.00,Adah Dhaliwal,2022-08-23,15.00,1046.18,3.05
8631.00,Nishith Tailor,2022-09-19,57.00,482.53,4.49
8632.00,Arnav Bedi,2023-05-27,40.00,1593.90,3.35
8633.00,Azad Basu,2022-08-23,100.00,314.43,3.96
8634.00,Reyansh Konda,2022-11-17,63.00,867.06,4.73
8635.00,Zoya Verma,2023-04-25,68.00,1808.71,3.72
8636.00,Rhea Bhalla,2023-01-12,32.00,1914.71,3.02
8637.00,Hrishita Dyal,2023-02-26,32.00,133.19,4.08
8638.00,Jivika Handa,2023-04-26,19.00,1342.73,3.74
8639.00,Shray Tara,2023-01-19,84.00,1892.85,4.56
8640.00,Darshit Swaminathan,2022-11-15,41.00,1299.68,4.12
8641.00,Samiha Lalla,2023-02-03,69.00,754.31,3.87
8642.00,Navya D’Alia,2023-02-14,81.00,590.98,3.96
8643.00,Rhea Kara,2023-03-26,97.00,1168.36,4.80
8644.00,Ivan Sachdev,2023-01-11,26.00,258.10,3.38
8645.00,Lavanya Wable,2023-01-11,31.00,1138.03,4.99
8646.00,Priyansh Choudhury,2022-09-17,38.00,1596.07,4.62
8647.00,Kimaya Kothari,2023-06-29,60.00,1177.89,3.93
8648.00,Hazel Maharaj,2023-05-15,60.00,280.46,4.92
8649.00,Kavya Sengupta,2022-12-21,100.00,1618.56,3.52
8650.00,Anahita Biswas,2023-05-29,54.00,173.35,3.25
8651.00,Rati Batta,2023-06-01,97.00,1766.44,4.10
8652.00,Divij Mane,2023-03-22,51.00,1178.66,4.19
8653.00,Dhanush Walla,2023-02-16,25.00,1848.55,4.51
8654.00,Advika Hayer,2022-12-23,26.00,971.28,4.32
8655.00,Anvi Bhakta,2023-01-02,26.00,1029.64,4.23
8656.00,Amani Thakkar,2023-04-29,39.00,558.47,3.69
8657.00,Faiyaz Karan,2023-02-19,41.00,1463.41,4.97
8658.00,Kiara Gala,2022-08-14,75.00,1853.63,3.35
8659.00,Dharmajan Khosla,2022-08-13,63.00,427.63,4.19
8660.00,Anaya Gopal,2023-02-03,31.00,125.41,4.91
8661.00,Manjari Varkey,2022-11-07,56.00,703.88,4.00
8662.00,Amani Bail,2022-12-22,59.00,671.44,3.27
8663.00,Arnav Krishnamurthy,2022-12-24,11.00,1916.89,4.95
8664.00,Kavya Sinha,2023-07-03,91.00,1838.75,4.84
8665.00,Reyansh Chahal,2023-01-29,55.00,1797.83,4.95
8666.00,Sara Sodhi,2022-12-21,97.00,433.85,3.46
8667.00,Kabir Koshy,2023-04-25,43.00,1475.89,4.36
8668.00,Piya Gokhale,2023-06-25,52.00,978.19,4.32
8669.00,Krish Devi,2022-11-25,18.00,643.61,4.79
8670.00,Mannat Yohannan,2023-05-28,22.00,360.19,4.61
8671.00,Ira Chad,2022-11-18,35.00,1126.60,4.92
8672.00,Kashvi Borah,2023-01-07,30.00,322.38,3.06
8673.00,Heer Bhattacharyya,2023-07-10,33.00,560.83,4.03
8674.00,Dharmajan Koshy,2023-01-29,87.00,981.94,3.71
8675.00,Miraan Borah,2022-10-19,80.00,559.21,4.74
8676.00,Mohanlal Din,2023-02-05,97.00,703.14,3.05
8677.00,Hansh Kaur,2023-04-28,42.00,381.77,3.14
8678.00,Divij Sarraf,2022-12-31,39.00,695.82,3.84
8679.00,Saksham Dar,2023-03-03,77.00,1843.97,3.80
8680.00,Ranbir Mann,2022-10-31,18.00,1319.11,3.72
8681.00,Aarna Bhatia,2022-10-11,84.00,1000.04,3.69
8682.00,Rhea Hayre,2023-04-15,41.00,1602.65,4.29
8683.00,Saanvi Raman,2023-04-27,43.00,1268.16,3.95
8684.00,Lakshit Devan,2023-05-28,92.00,836.64,3.46
8685.00,Ishaan Majumdar,2022-09-01,92.00,1103.82,4.15
8686.00,Divit Chanda,2022-11-08,58.00,1324.77,4.40
8687.00,Mohanlal Shroff,2023-04-28,41.00,768.33,3.21
8688.00,Drishya Soman,2022-09-13,15.00,1148.82,3.04
8689.00,Ishita Samra,2022-12-10,56.00,701.40,4.27
8690.00,Kaira Ben,2022-09-18,44.00,145.06,3.64
8691.00,Kashvi Khanna,2022-12-12,49.00,1705.32,3.48
8692.00,Divit Dash,2022-12-18,73.00,779.59,4.34
8693.00,Nitara Ramaswamy,2022-09-27,16.00,737.70,3.19
8694.00,Ahana  Tata,2023-01-03,47.00,988.53,4.02
8695.00,Navya Vaidya,2023-02-12,78.00,1984.07,4.02
8696.00,Mishti Sengupta,2023-02-14,76.00,1131.92,3.56
8697.00,Prerak Loyal,2022-12-17,97.00,389.00,3.98
8698.00,Alia Ramaswamy,2023-06-20,89.00,1271.65,3.79
8699.00,Anahi Sachdev,2023-06-29,57.00,386.75,3.02
8700.00,Ishita Choudhry,2023-02-03,94.00,571.81,4.03
8701.00,Ayesha Swaminathan,2022-12-04,65.00,1287.07,3.00
8702.00,Nitara Shah,2022-12-10,71.00,825.19,4.33
8703.00,Divyansh Sampath,2023-06-18,75.00,373.78,3.36
8704.00,Suhana Kara,2022-08-22,32.00,745.28,3.39
8705.00,Reyansh Maharaj,2022-08-26,98.00,1833.81,4.90
8706.00,Baiju Ray,2023-02-11,26.00,1934.68,4.72
8707.00,Jivika Basak,2022-08-21,100.00,247.95,4.85
8708.00,Sara Gour,2022-10-02,93.00,1488.16,3.60
8709.00,Kaira Vasa,2022-10-05,69.00,396.63,4.78
8710.00,Shlok Dugar,2022-11-02,75.00,465.16,4.30
8711.00,Shanaya Rajan,2023-01-07,31.00,1597.52,4.58
8712.00,Stuvan Apte,2023-03-25,38.00,1847.63,3.65
8713.00,Mannat Batra,2022-09-25,17.00,376.33,3.79
8714.00,Farhan Tandon,2023-03-18,45.00,1657.08,4.51
8715.00,Shaan Raman,2022-11-26,33.00,668.95,3.03
8716.00,Emir Kale,2022-10-11,11.00,306.43,3.80
8717.00,Adah Sidhu,2022-10-10,97.00,1806.17,4.56
8718.00,Krish Lanka,2023-05-24,36.00,617.74,4.75
8719.00,Kabir Khosla,2023-03-13,52.00,988.91,4.16
8720.00,Aniruddh Saini,2022-11-11,46.00,1553.73,4.38
8721.00,Reyansh Dyal,2022-09-04,67.00,1362.54,4.08
8722.00,Ryan Bhakta,2022-08-27,82.00,167.77,3.32
8723.00,Ritvik Ahuja,2023-04-10,10.00,997.36,3.60
8724.00,Dhanuk Grover,2023-04-19,69.00,537.52,4.86
8725.00,Neelofar Uppal,2023-04-10,41.00,1742.81,4.83
8726.00,Ayesha Karpe,2023-05-05,51.00,255.79,4.06
8727.00,Kabir Sunder,2023-03-09,75.00,1528.67,3.35
8728.00,Vidur Chander,2023-03-11,70.00,1782.41,4.16
8729.00,Nakul Barad,2023-06-07,61.00,1023.39,4.46
8730.00,Divij Wali,2023-05-14,70.00,621.07,4.68
8731.00,Eshani Dugar,2023-07-10,77.00,993.97,3.75
8732.00,Lakshay Sampath,2023-06-18,64.00,1135.88,4.99
8733.00,Rasha Behl,2023-01-17,100.00,1619.46,4.89
8734.00,Farhan Kothari,2023-02-05,16.00,1747.06,4.32
8735.00,Miraan Lalla,2023-06-15,28.00,1857.90,3.88
8736.00,Baiju Biswas,2023-06-15,13.00,210.76,3.80
8737.00,Diya Sethi,2022-09-01,13.00,829.42,3.71
8738.00,Fateh Amble,2022-12-08,88.00,1433.47,4.24
8739.00,Dhanush Anne,2022-09-16,49.00,656.89,3.38
8740.00,Parinaaz Ravi,2022-12-30,95.00,1596.90,3.95
8741.00,Riya Rao,2022-10-08,48.00,347.70,4.45
8742.00,Rohan Mane,2023-06-09,26.00,1471.88,4.34
8743.00,Nitya Banik,2023-01-06,27.00,523.04,4.58
8744.00,Heer Sama,2022-11-13,98.00,316.87,3.27
8745.00,Adah Rastogi,2023-03-16,34.00,1037.89,4.39
8746.00,Heer Bajaj,2022-12-28,100.00,1241.99,4.52
8747.00,Ira Dhawan,2022-12-24,66.00,1071.55,4.92
8748.00,Adira Bandi,2022-10-27,29.00,182.58,4.26
8749.00,Ehsaan Bhatnagar,2023-03-20,92.00,716.21,3.56
8750.00,Renee Kadakia,2023-03-02,20.00,684.32,4.42
8751.00,Arhaan Sarma,2023-06-10,13.00,893.60,4.33
8752.00,Pranay Rege,2022-08-10,51.00,1503.37,3.48
8753.00,Aniruddh Hayre,2023-07-02,43.00,1861.91,3.36
8754.00,Tejas Kota,2023-06-09,35.00,880.86,3.48
8755.00,Yashvi Kumer,2023-06-22,26.00,1802.75,4.31
8756.00,Nitara Swamy,2023-07-09,32.00,368.40,4.14
8757.00,Ranbir Chahal,2023-04-02,53.00,141.40,3.66
8758.00,Neelofar Borde,2022-09-08,90.00,597.07,3.50
8759.00,Farhan Rout,2023-01-26,77.00,647.44,3.21
8760.00,Bhavin Basu,2022-12-05,41.00,845.51,3.28
8761.00,Aaina Das,2023-06-28,70.00,816.30,3.93
8762.00,Jayant Yogi,2023-02-27,78.00,1379.16,3.98
8763.00,Romil Buch,2022-10-15,77.00,1900.03,4.87
8764.00,Elakshi Bhalla,2022-11-19,46.00,1390.03,3.43
8765.00,Mehul Saha,2022-10-23,73.00,1855.34,3.52
8766.00,Akarsh Gulati,2022-11-24,68.00,1116.45,4.92
8767.00,Indrans Dass,2022-09-05,99.00,1253.10,3.45
8768.00,Dhanuk Varty,2023-03-22,71.00,962.17,3.53
8769.00,Kiara Mani,2022-08-23,16.00,911.86,4.95
8770.00,Divit Dutta,2023-03-09,22.00,516.49,4.61
8771.00,Zoya Maharaj,2022-10-22,78.00,1397.27,3.75
8772.00,Ela Sehgal,2022-09-12,89.00,734.97,4.52
8773.00,Vidur Sachdev,2022-11-22,75.00,1822.94,3.30
8774.00,Shanaya Guha,2022-11-10,42.00,1230.41,3.02
8775.00,Mannat Hayre,2023-03-08,67.00,1812.15,3.75
8776.00,Aarush Sethi,2022-09-11,59.00,100.69,4.31
8777.00,Heer Gera,2023-04-24,22.00,828.58,4.37
8778.00,Armaan Varughese,2022-10-03,72.00,1669.89,4.46
8779.00,Madhav Varghese,2022-12-06,67.00,485.58,4.91
8780.00,Dishani Banerjee,2023-04-04,65.00,841.36,3.56
8781.00,Aayush Kari,2023-02-09,12.00,1914.13,4.38
8782.00,Raunak Sarin,2023-07-02,73.00,1328.48,4.49
8783.00,Tejas Buch,2023-05-14,84.00,1180.54,3.69
8784.00,Kimaya Warrior,2023-04-25,94.00,899.94,4.50
8785.00,Taran Wason,2023-03-21,97.00,1153.88,4.72
8786.00,Gatik Sule,2022-09-25,48.00,615.64,3.20
8787.00,Ivan Ravi,2022-10-18,36.00,703.53,3.66
8788.00,Fateh Gill,2023-03-15,95.00,686.79,4.77
8789.00,Bhavin Borra,2023-05-21,84.00,140.28,4.77
8790.00,Eshani Karpe,2023-05-15,35.00,1866.07,4.05
8791.00,Indranil Taneja,2022-11-11,46.00,568.43,3.48
8792.00,Ojas Garg,2022-09-08,70.00,644.53,3.52
8793.00,Aarav Saran,2023-01-17,33.00,609.52,3.39
8794.00,Arnav Majumdar,2023-01-12,57.00,1154.20,4.50
8795.00,Zaina Barad,2023-01-05,63.00,1396.05,3.68
8796.00,Inaaya  Master,2023-02-07,89.00,1799.55,4.61
8797.00,Miraya Dhar,2022-09-16,14.00,1538.25,3.06
8798.00,Gokul Ben,2023-02-25,76.00,173.59,4.20
8799.00,Saksham Chauhan,2023-01-19,11.00,1027.19,4.96
8800.00,Kashvi Sha,2022-10-13,66.00,1552.58,4.71
8801.00,Hansh Chaudhari,2023-05-31,72.00,1705.07,3.12
8802.00,Mohanlal Gokhale,2022-08-12,53.00,1530.17,4.14
8803.00,Sana Aurora,2023-02-22,35.00,849.00,4.22
8804.00,Devansh Bali,2022-08-29,67.00,1712.26,4.73
8805.00,Hrishita Dugal,2022-10-29,67.00,908.12,3.35
8806.00,Kashvi Bakshi,2023-05-15,66.00,941.85,4.63
8807.00,Stuvan Borah,2023-07-04,34.00,1153.52,3.98
8808.00,Vaibhav Bhalla,2023-01-05,10.00,1525.44,4.89
8809.00,Nehmat Dhawan,2022-09-24,40.00,1806.19,4.37
8810.00,Parinaaz Korpal,2023-05-05,18.00,1408.16,3.02
8811.00,Yashvi Sridhar,2022-09-02,69.00,1573.83,4.00
8812.00,Ivan Soman,2023-06-24,54.00,1290.72,4.91
8813.00,Vidur Samra,2022-08-31,54.00,1530.18,4.54
8814.00,Myra Hayre,2022-12-01,30.00,1791.91,4.15
8815.00,Dhanuk Mall,2023-04-15,62.00,721.24,3.73
8816.00,Kiara Bal,2023-03-20,27.00,1427.82,4.50
8817.00,Nakul Tandon,2022-12-26,23.00,1359.42,3.20
8818.00,Kavya Rattan,2023-03-19,36.00,891.04,4.03
8819.00,Jivin Gopal,2023-06-14,63.00,1974.86,4.11
8820.00,Aarush Bhakta,2022-11-15,10.00,1065.53,3.10
8821.00,Gatik Bora,2022-11-17,35.00,1108.76,4.94
8822.00,Drishya Guha,2023-04-23,67.00,568.28,4.13
8823.00,Indrans Date,2023-05-19,87.00,1782.59,3.32
8824.00,Suhana Bhat,2023-04-01,33.00,1894.59,4.63
8825.00,Ivana Dhar,2023-01-06,72.00,604.83,3.51
8826.00,Aniruddh Mann,2022-10-23,38.00,126.66,4.79
8827.00,Myra Sathe,2023-05-03,17.00,464.01,3.09
8828.00,Bhamini Master,2023-06-04,77.00,1508.09,3.08
8829.00,Vardaniya Salvi,2023-02-14,49.00,1300.33,3.07
8830.00,Divyansh Halder,2023-05-06,25.00,811.42,3.94
8831.00,Chirag Doctor,2023-06-20,51.00,1519.44,3.43
8832.00,Adira Saxena,2022-12-25,68.00,1664.13,3.86
8833.00,Lakshay Dutt,2023-04-01,69.00,171.34,4.08
8834.00,Taimur Ben,2023-01-02,41.00,832.20,3.27
8835.00,Anya Loyal,2023-01-09,43.00,1654.56,3.01
8836.00,Dhanush Trivedi,2022-10-30,15.00,1032.10,4.52
8837.00,Kavya Reddy,2023-06-25,65.00,1489.84,3.35
8838.00,Lagan Varughese,2022-10-17,88.00,1455.25,4.29
8839.00,Tanya Anne,2022-09-16,34.00,1470.55,4.29
8840.00,Anahita Dey,2022-10-20,58.00,185.21,3.25
8841.00,Sara Kuruvilla,2023-03-29,19.00,1576.34,4.61
8842.00,Aaina Sane,2022-11-05,64.00,1171.27,4.49
8843.00,Advik Seth,2023-01-27,79.00,1320.56,3.95
8844.00,Pihu Edwin,2022-10-15,68.00,658.81,3.23
8845.00,Nehmat Jha,2023-04-22,10.00,1017.45,3.92
8846.00,Anya Buch,2023-07-09,39.00,797.06,4.79
8847.00,Nitara Thakur,2023-04-25,56.00,1256.77,3.73
8848.00,Keya Chanda,2023-03-22,92.00,552.47,3.31
8849.00,Umang Brahmbhatt,2023-04-04,49.00,1931.89,3.08
8850.00,Nishith Datta,2023-01-13,66.00,1282.13,4.69
8851.00,Anvi Shetty,2022-12-02,44.00,1833.92,4.62
8852.00,Aniruddh Bhargava,2023-05-03,59.00,1857.71,4.01
8853.00,Jivika Chahal,2023-03-13,54.00,890.37,4.87
8854.00,Sana Gokhale,2023-04-06,16.00,353.87,4.48
8855.00,Advik Hayer,2023-04-22,57.00,627.55,3.56
8856.00,Vanya Sami,2023-05-03,78.00,1778.56,3.47
8857.00,Ira Cheema,2023-03-23,75.00,150.87,3.81
8858.00,Mohanlal Saraf,2022-12-27,89.00,1754.99,3.38
8859.00,Gokul Ahluwalia,2022-12-16,43.00,159.24,4.51
8860.00,Gokul Dixit,2022-08-31,44.00,490.13,3.22
8861.00,Adah Dyal,2023-03-23,73.00,971.72,4.82
8862.00,Nirvaan Setty,2023-01-08,24.00,574.47,4.07
8863.00,Ira Chada,2023-01-03,81.00,345.21,4.45
8864.00,Rati Ganesan,2023-04-02,16.00,935.03,3.58
8865.00,Anaya Bansal,2023-05-16,59.00,1758.23,4.55
8866.00,Bhamini Date,2022-12-21,67.00,1120.04,4.77
8867.00,Saanvi Gill,2022-12-20,74.00,1417.52,4.67
8868.00,Shray Viswanathan,2023-02-26,41.00,885.00,3.15
8869.00,Anay Dutt,2023-01-24,29.00,725.47,4.43
8870.00,Nitya Dixit,2022-11-08,23.00,1597.70,3.85
8871.00,Eshani Arya,2023-05-27,59.00,1403.45,4.30
8872.00,Pari Kota,2022-11-11,61.00,1455.96,3.54
8873.00,Vardaniya Vasa,2022-09-11,83.00,760.31,4.82
8874.00,Fateh Bhatt,2022-11-21,39.00,1130.26,3.25
8875.00,Ojas Sahni,2022-10-21,54.00,350.53,3.12
8876.00,Priyansh Datta,2022-08-19,25.00,1636.52,4.48
8877.00,Zoya Ghose,2022-08-12,35.00,1826.68,3.49
8878.00,Aaina Acharya,2023-03-15,95.00,1677.02,4.36
8879.00,Emir Banik,2023-06-11,56.00,1649.70,3.49
8880.00,Pranay Kumer,2023-05-09,21.00,986.51,4.41
8881.00,Mohanlal Mander,2023-04-06,38.00,1944.98,4.45
8882.00,Vritika Suresh,2023-03-12,97.00,275.85,3.47
8883.00,Anaya Dani,2022-12-16,23.00,1363.18,4.08
8884.00,Seher Chowdhury,2023-04-25,55.00,1989.38,3.12
8885.00,Rati Agate,2023-04-17,47.00,714.60,4.60
8886.00,Sana Chaudhry,2022-09-26,54.00,642.63,3.25
8887.00,Adira Yohannan,2023-03-19,80.00,165.26,3.20
8888.00,Nirvaan Venkataraman,2023-04-05,65.00,1802.57,3.42
8889.00,Kiaan Tiwari,2022-10-01,27.00,226.16,4.88
8890.00,Ryan Ramaswamy,2023-03-01,77.00,1535.55,3.32
8891.00,Jivika Cheema,2022-10-27,73.00,1115.08,3.36
8892.00,Vritika Rau,2023-05-17,55.00,1236.67,4.05
8893.00,Misha Manda,2022-08-17,62.00,529.79,4.42
8894.00,Taran Khalsa,2022-11-14,12.00,647.09,3.31
8895.00,Aaryahi Chada,2022-08-28,57.00,1226.68,4.31
8896.00,Nirvi Swaminathan,2023-03-27,14.00,530.55,3.52
8897.00,Indrajit Sachar,2022-12-05,86.00,1611.44,4.59
8898.00,Samarth Chokshi,2023-04-17,87.00,1840.40,4.72
8899.00,Shlok Sem,2023-02-08,25.00,473.29,4.94
8900.00,Samaira Srinivas,2023-05-10,54.00,1584.37,4.59
8901.00,Oorja Dhillon,2022-11-29,52.00,1917.98,3.00
8902.00,Jhanvi Sankar,2022-09-23,30.00,305.47,4.95
8903.00,Kashvi Bansal,2023-05-15,74.00,1311.37,3.37
8904.00,Lagan Singhal,2023-01-25,62.00,1532.39,4.72
8905.00,Aniruddh Sami,2023-04-26,11.00,824.91,4.74
8906.00,Nirvi Goda,2022-10-03,96.00,1099.04,3.41
8907.00,Baiju Upadhyay,2022-09-18,48.00,1437.06,3.87
8908.00,Inaaya  Sankar,2023-03-08,37.00,1143.72,4.11
8909.00,Faiyaz Gill,2023-03-21,77.00,1296.52,4.17
8910.00,Aarna Swaminathan,2022-11-13,22.00,1491.28,4.22
8911.00,Anya Chadha,2023-02-25,77.00,171.03,3.31
8912.00,Faiyaz Dhaliwal,2022-11-14,58.00,1482.22,4.56
8913.00,Yuvaan Sekhon,2023-06-08,64.00,319.42,4.45
8914.00,Shamik Ray,2023-07-07,75.00,1501.37,3.28
8915.00,Farhan Shenoy,2023-06-02,79.00,1374.89,4.89
8916.00,Aradhya Kar,2022-11-22,93.00,1358.17,4.23
8917.00,Kanav Tiwari,2023-02-22,43.00,1084.48,4.37
8918.00,Rania Gole,2022-11-17,100.00,1909.33,4.29
8919.00,Urvi Kamdar,2023-06-15,11.00,1046.04,3.88
8920.00,Divyansh Kibe,2022-08-24,49.00,701.50,4.89
8921.00,Aarna Khatri,2023-02-23,15.00,443.85,3.83
8922.00,Ojas Singhal,2023-03-08,85.00,1930.15,4.34
8923.00,Eshani Chacko,2023-02-20,11.00,1407.09,4.08
8924.00,Dishani Sampath,2023-06-22,72.00,164.25,3.25
8925.00,Dishani Gokhale,2022-11-01,50.00,380.99,3.02
8926.00,Aradhya Choudhury,2023-03-26,64.00,799.32,4.59
8927.00,Aarav Sawhney,2022-09-03,83.00,1733.39,3.16
8928.00,Dhanuk Issac,2023-06-01,88.00,353.87,4.38
8929.00,Ojas Suresh,2022-10-17,12.00,1065.83,4.64
8930.00,Piya Soman,2023-03-06,36.00,219.33,4.39
8931.00,Ishita Choudhary,2022-12-16,39.00,1551.17,4.38
8932.00,Inaaya  Bhat,2022-09-11,59.00,995.70,4.13
8933.00,Charvi Khalsa,2022-10-17,18.00,1794.68,3.10
8934.00,Samiha Venkatesh,2023-05-03,93.00,513.33,3.11
8935.00,Yakshit Sagar,2023-05-01,19.00,1535.23,4.63
8936.00,Shayak Anand,2023-02-27,17.00,1456.20,3.48
8937.00,Reyansh Shetty,2023-02-18,71.00,874.73,3.31
8938.00,Biju Jaggi,2023-05-30,18.00,1972.97,3.82
8939.00,Sara Upadhyay,2023-03-12,13.00,801.11,4.11
8940.00,Mahika Das,2023-03-21,73.00,903.77,4.50
8941.00,Jivin Chandra,2023-01-01,43.00,988.00,3.44
8942.00,Jivika Karnik,2022-12-11,92.00,1395.21,4.61
8943.00,Nayantara Sibal,2023-07-07,70.00,900.09,3.70
8944.00,Tushar Kaur,2023-01-10,83.00,1218.18,3.19
8945.00,Lavanya Sehgal,2023-05-06,94.00,138.44,3.97
8946.00,Ayesha Sangha,2022-10-20,24.00,922.32,4.40
8947.00,Vedika Ratta,2022-10-17,60.00,1294.76,4.86
8948.00,Zain Kaur,2023-01-20,52.00,1335.41,3.27
8949.00,Divit Baral,2023-01-02,28.00,164.86,4.01
8950.00,Eva Babu,2022-08-31,83.00,1868.61,3.20
8951.00,Aarna Kulkarni,2023-06-12,41.00,101.46,3.89
8952.00,Stuvan Shenoy,2022-09-15,65.00,320.23,4.11
8953.00,Misha Sridhar,2022-11-26,97.00,1035.80,4.43
8954.00,Armaan Kota,2022-11-30,26.00,1770.39,3.85
8955.00,Eva Bawa,2023-05-07,14.00,481.69,4.01
8956.00,Azad Saraf,2023-01-03,32.00,877.84,3.72
8957.00,Suhana Kothari,2023-02-08,91.00,1758.76,3.89
8958.00,Veer Trivedi,2022-12-01,74.00,1398.53,4.36
8959.00,Diya Vohra,2022-11-27,53.00,334.37,3.47
8960.00,Gatik Varkey,2022-12-05,98.00,111.67,3.95
8961.00,Nishith Hegde,2023-02-07,32.00,1632.73,3.18
8962.00,Zara Johal,2022-12-26,41.00,451.35,3.87
8963.00,Anahita Tripathi,2023-01-17,51.00,181.63,4.77
